Date,Province_State,Population,People_at_least_one_dose,People_fully_vaccinated
2022-05-26,South Carolina,5148714,3499318,2951390
2022-05-26,South Dakota,884659,681623,548195
2022-05-26,Tennessee,6829174,4261431,3738091
2022-05-26,Texas,28995881,21361970,17929267
2022-05-26,Utah,3205958,2319088,2067880
2022-05-26,Vermont,623989,586381,508819
2022-05-26,Veterans Health Administration,NA,3474428,2959014
2022-05-26,Virgin Islands,107268,70218,57094
2022-05-26,Virginia,8535519,7349735,6281654
2022-05-26,Washington,7614893,6175720,5548127
2022-05-26,West Virginia,1792147,1169139,1036034
2022-05-26,Wisconsin,5822434,4196571,3832037
2022-05-26,Wyoming,578759,337081,295647
2022-05-27,NA,NA,258394333,221128528
2022-05-27,Alabama,4903185,3087026,2517736
2022-05-27,Alaska,731545,512005,458442
2022-05-27,American Samoa,55641,45378,41796
2022-05-27,Arizona,7278717,5353652,4508947
2022-05-27,Arkansas,3017804,2022062,1651557
2022-05-27,California,39512223,32599967,28662542
2022-05-27,Colorado,5758736,4588918,4061592
2022-05-27,Connecticut,3565287,3428599,2841714
2022-05-27,Delaware,973764,814247,678121
2022-05-27,Department of Defense,NA,4278489,3196207
2022-05-27,District of Columbia,705749,720196,553013
2022-05-27,Federal Bureau of Prisons,NA,147197,135612
2022-05-27,Florida,21477737,17118873,14456942
2022-05-27,Georgia,10617423,6972588,5843680
2022-05-27,Guam,164229,154392,140022
2022-05-27,Hawaii,1415872,1242422,1112404
2022-05-27,Idaho,1787065,1106768,993164
2022-05-27,Illinois,12671821,9685271,8751145
2022-05-27,Indian Health Services,NA,1101619,875875
2022-05-27,Indiana,6732219,4154417,3716190
2022-05-27,Iowa,3155070,2150327,1962123
2022-05-27,Kansas,2913314,2179680,1801255
2022-05-27,Kentucky,4467673,2965814,2573773
2022-05-27,Long Term Care (LTC) Program,NA,0,0
2022-05-27,Louisiana,4648794,2845906,2495725
2022-05-27,Maine,1344212,1224750,1075832
2022-05-27,Maryland,6045680,5253563,4597547
2022-05-27,Massachusetts,6892503,6818994,5480691
2022-05-27,Michigan,9986857,6712160,6033637
2022-05-27,Minnesota,5639632,4249532,3916319
2022-05-27,Mississippi,2976149,1780605,1548810
2022-05-27,Missouri,6137428,4077898,3458040
2022-05-27,Montana,1068778,699745,609143
2022-05-27,Nebraska,1934408,1363961,1234372
2022-05-27,Nevada,3080156,2329442,1882609
2022-05-27,New Hampshire,1359711,1208116,965644
2022-05-27,New Jersey,8882190,8070066,6755204
2022-05-27,New Mexico,2096829,1851268,1499885
2022-05-27,New York,19453561,17618465,15048453
2022-05-27,North Carolina,10488084,8907995,6487547
2022-05-27,North Dakota,762062,501455,425005
2022-05-27,Northern Mariana Islands,55144,45569,43371
2022-05-27,Ohio,11689100,7461238,6891791
2022-05-27,Oklahoma,3956971,2826252,2279402
2022-05-27,Oregon,4217737,3298227,2949465
2022-05-27,Pennsylvania,12801989,10935410,8831800
2022-05-27,Puerto Rico,3193694,3042435,2661836
2022-05-27,Rhode Island,1059361,1052465,880785
2022-05-27,South Carolina,5148714,3500148,2952221
2022-05-27,South Dakota,884659,681873,548387
2022-05-27,Tennessee,6829174,4262240,3738903
2022-05-27,Texas,28995881,21369296,17935111
2022-05-27,Utah,3205958,2319134,2067896
2022-05-27,Vermont,623989,586483,508901
2022-05-27,Veterans Health Administration,NA,3475668,2959607
2022-05-27,Virgin Islands,107268,70225,57097
2022-05-27,Virginia,8535519,7351549,6283367
2022-05-27,Washington,7614893,6176979,5549168
2022-05-27,West Virginia,1792147,1169444,1036324
2022-05-27,Wisconsin,5822434,4197442,3832897
2022-05-27,Wyoming,578759,337150,295694
2022-05-28,NA,NA,258463968,221190484
2022-05-28,Alabama,4903185,3087738,2518459
2022-05-28,Alaska,731545,512041,458455
2022-05-28,American Samoa,55641,45385,41812
2022-05-28,Arizona,7278717,5355713,4510474
2022-05-28,Arkansas,3017804,2022118,1651589
2022-05-28,California,39512223,32608635,28669393
2022-05-28,Colorado,5758736,4589811,4062462
2022-05-28,Connecticut,3565287,3429505,2842453
2022-05-28,Delaware,973764,814581,678426
2022-05-28,Department of Defense,NA,4279658,3197137
2022-05-28,District of Columbia,705749,720694,553427
2022-05-28,Federal Bureau of Prisons,NA,147197,135612
2022-05-28,Florida,21477737,17122977,14461021
2022-05-28,Georgia,10617423,6974242,5845378
2022-05-28,Guam,164229,154411,140042
2022-05-28,Hawaii,1415872,1242615,1112529
2022-05-28,Idaho,1787065,1106995,993403
2022-05-28,Illinois,12671821,9689730,8754287
2022-05-28,Indian Health Services,NA,1102169,876318
2022-05-28,Indiana,6732219,4155239,3717067
2022-05-28,Iowa,3155070,2150693,1962527
2022-05-28,Kansas,2913314,2180189,1801836
2022-05-28,Kentucky,4467673,2966352,2574250
2022-05-28,Long Term Care (LTC) Program,NA,0,0
2022-05-28,Louisiana,4648794,2846496,2496344
2022-05-28,Maine,1344212,1225044,1076127
2022-05-28,Maryland,6045680,5254896,4598813
2022-05-28,Massachusetts,6892503,6821684,5482660
2022-05-28,Michigan,9986857,6713694,6035264
2022-05-28,Minnesota,5639632,4250377,3917221
2022-05-28,Mississippi,2976149,1780673,1548858
2022-05-28,Missouri,6137428,4078871,3459181
2022-05-28,Montana,1068778,700174,609560
2022-05-28,Nebraska,1934408,1364022,1234397
2022-05-28,Nevada,3080156,2330078,1883167
2022-05-28,New Hampshire,1359711,1208870,966359
2022-05-28,New Jersey,8882190,8072137,6756704
2022-05-28,New Mexico,2096829,1851948,1500445
2022-05-28,New York,19453561,17622550,15052925
2022-05-28,North Carolina,10488084,8911525,6491185
2022-05-28,North Dakota,762062,501581,425099
2022-05-28,Northern Mariana Islands,55144,45571,43372
2022-05-28,Ohio,11689100,7462462,6892995
2022-05-28,Oklahoma,3956971,2826644,2279765
2022-05-28,Oregon,4217737,3298867,2950125
2022-05-28,Pennsylvania,12801989,10939422,8835658
2022-05-28,Puerto Rico,3193694,3043045,2662411
2022-05-28,Rhode Island,1059361,1052864,881073
2022-05-28,South Carolina,5148714,3501083,2953244
2022-05-28,South Dakota,884659,682137,548682
2022-05-28,Tennessee,6829174,4263063,3739876
2022-05-28,Texas,28995881,21375918,17939556
2022-05-28,Utah,3205958,2319192,2067922
2022-05-28,Vermont,623989,586642,509063
2022-05-28,Veterans Health Administration,NA,3476986,2960174
2022-05-28,Virgin Islands,107268,70297,57109
2022-05-28,Virginia,8535519,7353121,6285026
2022-05-28,Washington,7614893,6178611,5550490
2022-05-28,West Virginia,1792147,1169671,1036547
2022-05-28,Wisconsin,5822434,4198261,3833900
2022-05-28,Wyoming,578759,337241,295769
2022-05-29,NA,NA,258521082,221239256
2022-05-29,Alabama,4903185,3088354,2519137
2022-05-29,Alaska,731545,512283,458706
2022-05-29,American Samoa,55641,45393,41823
2022-05-29,Arizona,7278717,5357169,4511615
2022-05-29,Arkansas,3017804,2022164,1651627
2022-05-29,California,39512223,32616556,28675738
2022-05-29,Colorado,5758736,4589950,4062539
2022-05-29,Connecticut,3565287,3430435,2843161
2022-05-29,Delaware,973764,814621,678445
2022-05-29,Department of Defense,NA,4280935,3198070
2022-05-29,District of Columbia,705749,721170,553811
2022-05-29,Federal Bureau of Prisons,NA,147197,135612
2022-05-29,Florida,21477737,17123531,14461322
2022-05-29,Georgia,10617423,6974444,5845500
2022-05-29,Guam,164229,154452,140089
2022-05-29,Hawaii,1415872,1242959,1112791
2022-05-29,Idaho,1787065,1107205,993615
2022-05-29,Illinois,12671821,9694163,8757712
2022-05-29,Indian Health Services,NA,1102497,876639
2022-05-29,Indiana,6732219,4156068,3717744
2022-05-29,Iowa,3155070,2151019,1962861
2022-05-29,Kansas,2913314,2180640,1802347
2022-05-29,Kentucky,4467673,2966946,2574900
2022-05-29,Long Term Care (LTC) Program,NA,0,0
2022-05-29,Louisiana,4648794,2847065,2496749
2022-05-29,Maine,1344212,1225653,1076476
2022-05-29,Maryland,6045680,5256146,4599937
2022-05-29,Massachusetts,6892503,6823938,5484166
2022-05-29,Michigan,9986857,6714767,6036415
2022-05-29,Minnesota,5639632,4251124,3918009
2022-05-29,Mississippi,2976149,1781368,1549523
2022-05-29,Missouri,6137428,4079691,3460094
2022-05-29,Montana,1068778,700245,609622
2022-05-29,Nebraska,1934408,1364065,1234428
2022-05-29,Nevada,3080156,2330588,1883589
2022-05-29,New Hampshire,1359711,1209045,966521
2022-05-29,New Jersey,8882190,8073873,6758209
2022-05-29,New Mexico,2096829,1852722,1501057
2022-05-29,New York,19453561,17626356,15056941
2022-05-29,North Carolina,10488084,8915077,6494500
2022-05-29,North Dakota,762062,501696,425195
2022-05-29,Northern Mariana Islands,55144,45571,43372
2022-05-29,Ohio,11689100,7463594,6894156
2022-05-29,Oklahoma,3956971,2827643,2280784
2022-05-29,Oregon,4217737,3299492,2950710
2022-05-29,Pennsylvania,12801989,10940445,8836592
2022-05-29,Puerto Rico,3193694,3043427,2662757
2022-05-29,Rhode Island,1059361,1053100,881289
2022-05-29,South Carolina,5148714,3501855,2953973
2022-05-29,South Dakota,884659,682500,549124
2022-05-29,Tennessee,6829174,4263820,3740582
2022-05-29,Texas,28995881,21382598,17944111
2022-05-29,Utah,3205958,2319911,2068454
2022-05-29,Vermont,623989,586765,509205
2022-05-29,Veterans Health Administration,NA,3478244,2960766
2022-05-29,Virgin Islands,107268,70304,57121
2022-05-29,Virginia,8535519,7354912,6286568
2022-05-29,Washington,7614893,6179748,5551523
2022-05-29,West Virginia,1792147,1169892,1036767
2022-05-29,Wisconsin,5822434,4199037,3834730
2022-05-29,Wyoming,578759,337265,295793
2022-05-30,NA,NA,258550448,221263403
2022-05-30,Alabama,4903185,3088811,2519530
2022-05-30,Alaska,731545,512307,458719
2022-05-30,American Samoa,55641,45393,41823
2022-05-30,Arizona,7278717,5358601,4512867
2022-05-30,Arkansas,3017804,2022204,1651642
2022-05-30,California,39512223,32624253,28682310
2022-05-30,Colorado,5758736,4590062,4062583
2022-05-30,Connecticut,3565287,3431214,2843757
2022-05-30,Delaware,973764,814635,678457
2022-05-30,Department of Defense,NA,4283396,3198933
2022-05-30,District of Columbia,705749,721274,553880
2022-05-30,Federal Bureau of Prisons,NA,147197,135612
2022-05-30,Florida,21477737,17123935,14461478
2022-05-30,Georgia,10617423,6974579,5845568
2022-05-30,Guam,164229,154462,140095
2022-05-30,Hawaii,1415872,1243012,1112809
2022-05-30,Idaho,1787065,1107373,993773
2022-05-30,Illinois,12671821,9694464,8757942
2022-05-30,Indian Health Services,NA,1102749,876893
2022-05-30,Indiana,6732219,4156699,3718379
2022-05-30,Iowa,3155070,2151030,1962866
2022-05-30,Kansas,2913314,2180667,1802362
2022-05-30,Kentucky,4467673,2967390,2575381
2022-05-30,Long Term Care (LTC) Program,NA,0,0
2022-05-30,Louisiana,4648794,2847149,2496783
2022-05-30,Maine,1344212,1225869,1076544
2022-05-30,Maryland,6045680,5257039,4600734
2022-05-30,Massachusetts,6892503,6824220,5484355
2022-05-30,Michigan,9986857,6714838,6036462
2022-05-30,Minnesota,5639632,4251204,3918041
2022-05-30,Mississippi,2976149,1781424,1549542
2022-05-30,Missouri,6137428,4079760,3460118
2022-05-30,Montana,1068778,700282,609647
2022-05-30,Nebraska,1934408,1364077,1234433
2022-05-30,Nevada,3080156,2331065,1884007
2022-05-30,New Hampshire,1359711,1209162,966640
2022-05-30,New Jersey,8882190,8073963,6758265
2022-05-30,New Mexico,2096829,1853250,1501496
2022-05-30,New York,19453561,17627878,15058384
2022-05-30,North Carolina,10488084,8918251,6497336
2022-05-30,North Dakota,762062,501713,425199
2022-05-30,Northern Mariana Islands,55144,45572,43372
2022-05-30,Ohio,11689100,7464620,6895202
2022-05-30,Oklahoma,3956971,2827834,2280939
2022-05-30,Oregon,4217737,3299544,2950734
2022-05-30,Pennsylvania,12801989,10940827,8836991
2022-05-30,Puerto Rico,3193694,3043437,2662767
2022-05-30,Rhode Island,1059361,1053329,881567
2022-05-30,South Carolina,5148714,3502038,2954025
2022-05-30,South Dakota,884659,682566,549197
2022-05-30,Tennessee,6829174,4263874,3740612
2022-05-30,Texas,28995881,21386202,17946803
2022-05-30,Utah,3205958,2319951,2068468
2022-05-30,Vermont,623989,586878,509324
2022-05-30,Veterans Health Administration,NA,3479287,2961222
2022-05-30,Virgin Islands,107268,70306,57123
2022-05-30,Virginia,8535519,7356354,6287907
2022-05-30,Washington,7614893,6179890,5551586
2022-05-30,West Virginia,1792147,1169958,1036806
2022-05-30,Wisconsin,5822434,4199105,3834765
2022-05-30,Wyoming,578759,337274,295800
2022-05-31,NA,NA,258567659,221277550
2022-05-31,Alabama,4903185,3088823,2519533
2022-05-31,Alaska,731545,512310,458720
2022-05-31,American Samoa,55641,45393,41823
2022-05-31,Arizona,7278717,5359380,4513489
2022-05-31,Arkansas,3017804,2022208,1651646
2022-05-31,California,39512223,32627913,28685576
2022-05-31,Colorado,5758736,4590078,4062592
2022-05-31,Connecticut,3565287,3431830,2844242
2022-05-31,Delaware,973764,814644,678460
2022-05-31,Department of Defense,NA,4283396,3198933
2022-05-31,District of Columbia,705749,721328,553927
2022-05-31,Federal Bureau of Prisons,NA,147197,135612
2022-05-31,Florida,21477737,17124082,14461528
2022-05-31,Georgia,10617423,6974632,5845591
2022-05-31,Guam,164229,154464,140095
2022-05-31,Hawaii,1415872,1243026,1112819
2022-05-31,Idaho,1787065,1107453,993889
2022-05-31,Illinois,12671821,9694504,8757961
2022-05-31,Indian Health Services,NA,1102778,876908
2022-05-31,Indiana,6732219,4156722,3718390
2022-05-31,Iowa,3155070,2151035,1962866
2022-05-31,Kansas,2913314,2180675,1802365
2022-05-31,Kentucky,4467673,2967609,2575617
2022-05-31,Long Term Care (LTC) Program,NA,0,0
2022-05-31,Louisiana,4648794,2847400,2497031
2022-05-31,Maine,1344212,1226027,1076598
2022-05-31,Maryland,6045680,5257452,4601120
2022-05-31,Massachusetts,6892503,6824394,5484454
2022-05-31,Michigan,9986857,6714852,6036480
2022-05-31,Minnesota,5639632,4251215,3918045
2022-05-31,Mississippi,2976149,1781436,1549547
2022-05-31,Missouri,6137428,4079772,3460123
2022-05-31,Montana,1068778,700291,609651
2022-05-31,Nebraska,1934408,1364080,1234433
2022-05-31,Nevada,3080156,2331107,1884026
2022-05-31,New Hampshire,1359711,1209219,966688
2022-05-31,New Jersey,8882190,8075906,6760021
2022-05-31,New Mexico,2096829,1853328,1501585
2022-05-31,New York,19453561,17628814,15059199
2022-05-31,North Carolina,10488084,8920269,6498933
2022-05-31,North Dakota,762062,501715,425199
2022-05-31,Northern Mariana Islands,55144,45572,43372
2022-05-31,Ohio,11689100,7465095,6895773
2022-05-31,Oklahoma,3956971,2827926,2281014
2022-05-31,Oregon,4217737,3299562,2950740
2022-05-31,Pennsylvania,12801989,10941093,8837213
2022-05-31,Puerto Rico,3193694,3043440,2662767
2022-05-31,Rhode Island,1059361,1053421,881676
2022-05-31,South Carolina,5148714,3502095,2954046
2022-05-31,South Dakota,884659,682598,549213
2022-05-31,Tennessee,6829174,4263891,3740622
2022-05-31,Texas,28995881,21388766,17948410
2022-05-31,Utah,3205958,2319961,2068472
2022-05-31,Vermont,623989,586885,509334
2022-05-31,Veterans Health Administration,NA,3479294,2961234
2022-05-31,Virgin Islands,107268,70307,57125
2022-05-31,Virginia,8535519,7357428,6289028
2022-05-31,Washington,7614893,6179933,5551605
2022-05-31,West Virginia,1792147,1169976,1036820
2022-05-31,Wisconsin,5822434,4199115,3834767
2022-05-31,Wyoming,578759,337274,295800
2022-06-01,NA,NA,258586526,221292360
2022-06-01,Alabama,4903185,3088830,2519536
2022-06-01,Alaska,731545,512315,458720
2022-06-01,American Samoa,55641,45393,41823
2022-06-01,Arizona,7278717,5359969,4513941
2022-06-01,Arkansas,3017804,2022218,1651648
2022-06-01,California,39512223,32630448,28687495
2022-06-01,Colorado,5758736,4590105,4062603
2022-06-01,Connecticut,3565287,3432287,2844598
2022-06-01,Delaware,973764,814657,678465
2022-06-01,Department of Defense,NA,4283396,3198933
2022-06-01,District of Columbia,705749,721951,554472
2022-06-01,Federal Bureau of Prisons,NA,147197,135612
2022-06-01,Florida,21477737,17124316,14461640
2022-06-01,Georgia,10617423,6974676,5845608
2022-06-01,Guam,164229,154464,140095
2022-06-01,Hawaii,1415872,1243044,1112825
2022-06-01,Idaho,1787065,1107498,993931
2022-06-01,Illinois,12671821,9694546,8757989
2022-06-01,Indian Health Services,NA,1102782,876908
2022-06-01,Indiana,6732219,4156736,3718402
2022-06-01,Iowa,3155070,2151041,1962868
2022-06-01,Kansas,2913314,2180685,1802367
2022-06-01,Kentucky,4467673,2967842,2575798
2022-06-01,Long Term Care (LTC) Program,NA,0,0
2022-06-01,Louisiana,4648794,2847539,2497149
2022-06-01,Maine,1344212,1226118,1076629
2022-06-01,Maryland,6045680,5258141,4601568
2022-06-01,Massachusetts,6892503,6828021,5487218
2022-06-01,Michigan,9986857,6714874,6036495
2022-06-01,Minnesota,5639632,4251228,3918053
2022-06-01,Mississippi,2976149,1781439,1549549
2022-06-01,Missouri,6137428,4079785,3460127
2022-06-01,Montana,1068778,700293,609652
2022-06-01,Nebraska,1934408,1364085,1234433
2022-06-01,Nevada,3080156,2331132,1884041
2022-06-01,New Hampshire,1359711,1209292,966742
2022-06-01,New Jersey,8882190,8076451,6760421
2022-06-01,New Mexico,2096829,1853338,1501592
2022-06-01,New York,19453561,17631876,15062400
2022-06-01,North Carolina,10488084,8920991,6499509
2022-06-01,North Dakota,762062,501716,425199
2022-06-01,Northern Mariana Islands,55144,45593,43378
2022-06-01,Ohio,11689100,7465412,6896133
2022-06-01,Oklahoma,3956971,2827960,2281024
2022-06-01,Oregon,4217737,3299579,2950745
2022-06-01,Pennsylvania,12801989,10941263,8837322
2022-06-01,Puerto Rico,3193694,3043448,2662770
2022-06-01,Rhode Island,1059361,1053565,881776
2022-06-01,South Carolina,5148714,3502118,2954057
2022-06-01,South Dakota,884659,682608,549222
2022-06-01,Tennessee,6829174,4263918,3740633
2022-06-01,Texas,28995881,21391627,17950357
2022-06-01,Utah,3205958,2319969,2068474
2022-06-01,Vermont,623989,586904,509346
2022-06-01,Veterans Health Administration,NA,3479304,2961247
2022-06-01,Virgin Islands,107268,70310,57127
2022-06-01,Virginia,8535519,7358180,6289709
2022-06-01,Washington,7614893,6179961,5551623
2022-06-01,West Virginia,1792147,1169984,1036828
2022-06-01,Wisconsin,5822434,4199126,3834768
2022-06-01,Wyoming,578759,337275,295802
2022-06-02,NA,NA,258655540,221350544
2022-06-02,Alabama,4903185,3089636,2520369
2022-06-02,Alaska,731545,512473,458826
2022-06-02,American Samoa,55641,45411,41834
2022-06-02,Arizona,7278717,5360905,4514502
2022-06-02,Arkansas,3017804,2023740,1653127
2022-06-02,California,39512223,32632827,28688774
2022-06-02,Colorado,5758736,4592522,4064886
2022-06-02,Connecticut,3565287,3432568,2844749
2022-06-02,Delaware,973764,814720,678499
2022-06-02,Department of Defense,NA,4289301,3200239
2022-06-02,District of Columbia,705749,722156,554637
2022-06-02,Federal Bureau of Prisons,NA,147197,135612
2022-06-02,Florida,21477737,17125530,14462011
2022-06-02,Georgia,10617423,6979210,5850268
2022-06-02,Guam,164229,154481,140109
2022-06-02,Hawaii,1415872,1243424,1113175
2022-06-02,Idaho,1787065,1107644,994068
2022-06-02,Illinois,12671821,9703975,8765757
2022-06-02,Indian Health Services,NA,1103004,877080
2022-06-02,Indiana,6732219,4157014,3718651
2022-06-02,Iowa,3155070,2151598,1963522
2022-06-02,Kansas,2913314,2181460,1803248
2022-06-02,Kentucky,4467673,2968057,2575947
2022-06-02,Long Term Care (LTC) Program,NA,0,0
2022-06-02,Louisiana,4648794,2847806,2497357
2022-06-02,Maine,1344212,1226540,1076980
2022-06-02,Maryland,6045680,5259201,4602344
2022-06-02,Massachusetts,6892503,6828369,5487387
2022-06-02,Michigan,9986857,6717133,6038777
2022-06-02,Minnesota,5639632,4252407,3919314
2022-06-02,Mississippi,2976149,1782008,1550051
2022-06-02,Missouri,6137428,4080228,3460476
2022-06-02,Montana,1068778,700324,609664
2022-06-02,Nebraska,1934408,1364181,1234466
2022-06-02,Nevada,3080156,2331712,1884477
2022-06-02,New Hampshire,1359711,1209792,967089
2022-06-02,New Jersey,8882190,8077733,6761440
2022-06-02,New Mexico,2096829,1853867,1501918
2022-06-02,New York,19453561,17633466,15063972
2022-06-02,North Carolina,10488084,8922579,6500986
2022-06-02,North Dakota,762062,501891,425305
2022-06-02,Northern Mariana Islands,55144,45593,43379
2022-06-02,Ohio,11689100,7465738,6896408
2022-06-02,Oklahoma,3956971,2828934,2281912
2022-06-02,Oregon,4217737,3300941,2952010
2022-06-02,Pennsylvania,12801989,10951151,8846970
2022-06-02,Puerto Rico,3193694,3044289,2663414
2022-06-02,Rhode Island,1059361,1054251,882193
2022-06-02,South Carolina,5148714,3503335,2955190
2022-06-02,South Dakota,884659,682875,549495
2022-06-02,Tennessee,6829174,4265547,3742228
2022-06-02,Texas,28995881,21396687,17952921
2022-06-02,Utah,3205958,2321218,2069627
2022-06-02,Vermont,623989,586992,509373
2022-06-02,Veterans Health Administration,NA,3479304,2961247
2022-06-02,Virgin Islands,107268,70334,57134
2022-06-02,Virginia,8535519,7359643,6290434
2022-06-02,Washington,7614893,6182652,5554036
2022-06-02,West Virginia,1792147,1170280,1037146
2022-06-02,Wisconsin,5822434,4200195,3835941
2022-06-02,Wyoming,578759,337488,295967
2022-06-03,NA,NA,258685370,221406167
2022-06-03,Alabama,4903185,3090117,2520854
2022-06-03,Alaska,731545,512683,459024
2022-06-03,American Samoa,55641,45415,41839
2022-06-03,Arizona,7278717,5361796,4515289
2022-06-03,Arkansas,3017804,2024120,1653457
2022-06-03,California,39512223,32605347,28693693
2022-06-03,Colorado,5758736,4593119,4065348
2022-06-03,Connecticut,3565287,3433007,2845136
2022-06-03,Delaware,973764,815451,679266
2022-06-03,Department of Defense,NA,4291803,3201356
2022-06-03,District of Columbia,705749,722457,554904
2022-06-03,Federal Bureau of Prisons,NA,147199,135613
2022-06-03,Florida,21477737,17138353,14473552
2022-06-03,Georgia,10617423,6980368,5851416
2022-06-03,Guam,164229,154504,140138
2022-06-03,Hawaii,1415872,1243635,1113359
2022-06-03,Idaho,1787065,1107825,994237
2022-06-03,Illinois,12671821,9708189,8769351
2022-06-03,Indian Health Services,NA,1103325,877334
2022-06-03,Indiana,6732219,4157548,3719174
2022-06-03,Iowa,3155070,2151825,1963744
2022-06-03,Kansas,2913314,2181870,1803625
2022-06-03,Kentucky,4467673,2968456,2576300
2022-06-03,Long Term Care (LTC) Program,NA,0,0
2022-06-03,Louisiana,4648794,2848292,2497754
2022-06-03,Maine,1344212,1226747,1077180
2022-06-03,Maryland,6045680,5260427,4603436
2022-06-03,Massachusetts,6892503,6829570,5488221
2022-06-03,Michigan,9986857,6717817,6039571
2022-06-03,Minnesota,5639632,4253011,3919921
2022-06-03,Mississippi,2976149,1782209,1550245
2022-06-03,Missouri,6137428,4081989,3462478
2022-06-03,Montana,1068778,700374,609692
2022-06-03,Nebraska,1934408,1364224,1234488
2022-06-03,Nevada,3080156,2332395,1885072
2022-06-03,New Hampshire,1359711,1210143,967430
2022-06-03,New Jersey,8882190,8079293,6762979
2022-06-03,New Mexico,2096829,1853965,1501981
2022-06-03,New York,19453561,17636744,15067371
2022-06-03,North Carolina,10488084,8925348,6503645
2022-06-03,North Dakota,762062,502017,425401
2022-06-03,Northern Mariana Islands,55144,45593,43379
2022-06-03,Ohio,11689100,7466872,6897523
2022-06-03,Oklahoma,3956971,2829476,2282366
2022-06-03,Oregon,4217737,3301377,2952457
2022-06-03,Pennsylvania,12801989,10953487,8849146
2022-06-03,Puerto Rico,3193694,3044677,2663743
2022-06-03,Rhode Island,1059361,1054432,882392
2022-06-03,South Carolina,5148714,3504526,2956013
2022-06-03,South Dakota,884659,683077,549650
2022-06-03,Tennessee,6829174,4266051,3742756
2022-06-03,Texas,28995881,21403595,17957312
2022-06-03,Utah,3205958,2321276,2069656
2022-06-03,Vermont,623989,587103,509396
2022-06-03,Veterans Health Administration,NA,3480209,2961726
2022-06-03,Virgin Islands,107268,70350,57142
2022-06-03,Virginia,8535519,7361040,6291524
2022-06-03,Washington,7614893,6183446,5554825
2022-06-03,West Virginia,1792147,1170466,1037294
2022-06-03,Wisconsin,5822434,4200761,3836568
2022-06-03,Wyoming,578759,337550,296009
2022-06-04,NA,NA,258682487,221411336
2022-06-04,Alabama,4903185,3090756,2521450
2022-06-04,Alaska,731545,512778,459113
2022-06-04,American Samoa,55641,45426,41857
2022-06-04,Arizona,7278717,5363264,4516435
2022-06-04,Arkansas,3017804,2024161,1653490
2022-06-04,California,39512223,32612299,28698996
2022-06-04,Colorado,5758736,4593769,4065944
2022-06-04,Connecticut,3565287,3433677,2845723
2022-06-04,Delaware,973764,815633,679443
2022-06-04,Department of Defense,NA,4293918,3202645
2022-06-04,District of Columbia,705749,722746,555160
2022-06-04,Federal Bureau of Prisons,NA,147513,135786
2022-06-04,Florida,21477737,17142003,14476842
2022-06-04,Georgia,10617423,6981843,5853053
2022-06-04,Guam,164229,154558,140250
2022-06-04,Hawaii,1415872,1243866,1113522
2022-06-04,Idaho,1787065,1108036,994435
2022-06-04,Illinois,12671821,9652965,8727444
2022-06-04,Indian Health Services,NA,1103604,877529
2022-06-04,Indiana,6732219,4158025,3719902
2022-06-04,Iowa,3155070,2152084,1964048
2022-06-04,Kansas,2913314,2182248,1804081
2022-06-04,Kentucky,4467673,2968780,2576540
2022-06-04,Long Term Care (LTC) Program,NA,0,0
2022-06-04,Louisiana,4648794,2848843,2498249
2022-06-04,Maine,1344212,1226959,1077406
2022-06-04,Maryland,6045680,5261649,4604482
2022-06-04,Massachusetts,6892503,6831556,5489616
2022-06-04,Michigan,9986857,6718674,6040499
2022-06-04,Minnesota,5639632,4253761,3920631
2022-06-04,Mississippi,2976149,1782551,1550572
2022-06-04,Missouri,6137428,4082705,3463337
2022-06-04,Montana,1068778,700427,609713
2022-06-04,Nebraska,1934408,1364262,1234502
2022-06-04,Nevada,3080156,2332952,1885488
2022-06-04,New Hampshire,1359711,1210475,967707
2022-06-04,New Jersey,8882190,8078962,6763983
2022-06-04,New Mexico,2096829,1854828,1502657
2022-06-04,New York,19453561,17639709,15070111
2022-06-04,North Carolina,10488084,8931030,6508837
2022-06-04,North Dakota,762062,502153,425493
2022-06-04,Northern Mariana Islands,55144,45597,43380
2022-06-04,Ohio,11689100,7467929,6898533
2022-06-04,Oklahoma,3956971,2829695,2282521
2022-06-04,Oregon,4217737,3301929,2952981
2022-06-04,Pennsylvania,12801989,10956217,8851696
2022-06-04,Puerto Rico,3193694,3045198,2664229
2022-06-04,Rhode Island,1059361,1054849,882737
2022-06-04,South Carolina,5148714,3504729,2956201
2022-06-04,South Dakota,884659,683359,549881
2022-06-04,Tennessee,6829174,4266896,3743587
2022-06-04,Texas,28995881,21409459,17961633
2022-06-04,Utah,3205958,2321326,2069672
2022-06-04,Vermont,623989,587273,509559
2022-06-04,Veterans Health Administration,NA,3481356,2962228
2022-06-04,Virgin Islands,107268,70386,57149
2022-06-04,Virginia,8535519,7362413,6292732
2022-06-04,Washington,7614893,6184417,5555774
2022-06-04,West Virginia,1792147,1170674,1037508
2022-06-04,Wisconsin,5822434,4201292,3837219
2022-06-04,Wyoming,578759,337628,296059
2022-06-05,NA,NA,258747147,221464416
2022-06-05,Alabama,4903185,3091311,2522039
2022-06-05,Alaska,731545,512862,459193
2022-06-05,American Samoa,55641,45431,41863
2022-06-05,Arizona,7278717,5364881,4517675
2022-06-05,Arkansas,3017804,2025277,1654354
2022-06-05,California,39512223,32618501,28703933
2022-06-05,Colorado,5758736,4595975,4067935
